;20;25;30;35;40;45;50;55;60
N;02.08;02.01;01.04;01.05;01.07;01.00;00.08;00.09;00.08
NE;01.04;01.05;01.06;01.02;01.03;01.03;00.09;00.09;00.08
NW;01.04;01.05;01.06;01.02;01.03;01.03;00.09;00.09;00.08
E;01.02;01.02;01.01;01.01;01.01;01.00;01.00;00.09;00.08
W;01.02;01.02;01.01;01.01;01.01;01.00;01.00;00.09;00.08
SE;02.01;01.08;02.00;01.07;01.05;01.06;01.04;01.02;01.01
SW;02.01;01.08;02.00;01.07;01.05;01.06;01.04;01.02;01.01
S;20.00;14.00;06.09;04.07;03.03;02.07;02.01;01.07;01.04
