Loads;Heating;Cooling
Q_opaque;2407.28367694;1071.44121901
Q_windows;1269.7848;1848.94495772
Q_below;0.0;0.0
Q_internalGain;0.0;540.8
Q_infiltVentilation;2294.7427104;427.3497732
Q_distribLosses;955.0;1049.0
Q_sensible_tot;6926.81118734;4937.53594993
Q_latent;0.0;610.200308641
