Loads;Heating;Cooling
Q_opaque;2135.68010229;943.397709237
Q_windows;1269.7848;1848.94495772
Q_below;0.0;0.0
Q_internalGain;0.0;540.8
Q_infiltVentilation;2294.7427104;427.3497732
Q_distribLosses;912.0;1015.0
Q_sensible_tot;6612.20761269;4775.49244016
Q_latent;0.0;610.200308641
